# Archivo de demandas por barra (plpdem.dat)
# Numero de barras
241
# Nombre de la Barra
'Coronel066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    183    125.90
   08    184    139.60
   08    185    130.50
   08    186    137.06
   09    187    136.98
   09    188    130.81
   09    189    137.56
   10    190     94.40
   10    191     91.77
   10    192     95.48
   11    193     95.97
   11    194     92.48
   11    195     97.39
   12    196     98.14
   12    197     91.89
   12    198     99.22
   01    199     96.88
   01    200     90.63
   01    201     95.60
   02    202     95.79
   02    203     92.05
   02    204     97.97
   03    205     98.93
   03    206     94.29
   03    207    100.49
   04    208    116.63
   04    209    112.31
   04    210    120.84
   05    211    106.84
   05    212    100.84
   05    213    109.78
   06    214    122.84
   06    215    118.05
   06    216    125.98
   07    217    131.68
   07    218    119.29
   07    219    130.36
   08    220    145.58
   08    221    135.93
   08    222    142.82
   09    223    142.36
   09    224    135.53
   09    225    142.56
   10    226     94.51
   10    227     91.89
   10    228     95.60
   11    229     95.97
   11    230     92.48
   11    231     97.39
   12    232    101.51
   12    233     94.68
   12    234    102.27
# Nombre de la Barra
'Degan110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001      3.14
   07    002      2.88
   07    003      3.28
   07    004      4.23
   07    005      4.54
   07    006      4.43
   07    007      4.36
   07    008      3.65
   07    009      3.72
   07    010      3.77
   07    011      3.15
   07    012      2.90
   07    013      3.31
   07    014      4.28
   07    015      4.57
   07    016      4.46
   07    017      4.39
   07    018      3.65
   07    019      3.71
   07    020      3.76
   07    021      3.13
   07    022      2.90
   07    023      3.98
   07    024      4.21
   07    025      3.79
   07    026      3.00
   07    027      2.75
   07    028      3.74
   07    029      4.03
   07    030      3.75
   08    031      3.83
   08    032      5.16
   08    033      4.78
   08    034      4.12
   08    035      5.20
   08    036      4.59
   08    037      4.32
   08    038      5.62
   08    039      4.98
   08    040      4.16
   08    041      5.40
   08    042      4.96
   09    043      4.87
   09    044      5.27
   09    045      4.79
   09    046      4.74
   09    047      5.19
   09    048      4.90
   09    049      5.01
   09    050      5.42
   09    051      4.91
   09    052      4.35
   09    053      4.79
   09    054      4.52
   10    055      3.85
   10    056      4.29
   10    057      4.15
   10    058      4.43
   10    059      5.01
   10    060      4.48
   10    061      4.26
   10    062      4.81
   10    063      4.30
   10    064      4.28
   10    065      4.61
   10    066      4.19
   11    067      3.52
   11    068      4.13
   11    069      3.75
   11    070      3.54
   11    071      4.14
   11    072      3.75
   11    073      3.54
   11    074      4.14
   11    075      3.75
   11    076      3.51
   11    077      4.10
   11    078      3.70
   12    079      3.21
   12    080      3.74
   12    081      3.40
   12    082      3.02
   12    083      3.53
   12    084      3.34
   12    085      3.18
   12    086      3.75
   12    087      3.39
   12    088      3.13
   12    089      3.65
   12    090      3.27
   01    091      3.18
   01    092      3.46
   01    093      2.12
   02    094      3.17
   02    095      3.59
   02    096      2.48
   03    097      3.93
   03    098      4.53
   03    099      3.30
   04    100      3.89
   04    101      4.36
   04    102      3.02
   05    103      3.78
   05    104      4.43
   05    105      3.13
   06    106      3.33
   06    107      4.02
   06    108      3.13
   07    109      3.21
   07    110      4.54
   07    111      3.91
   08    112      4.45
   08    113      5.81
   08    114      5.18
   09    115      5.08
   09    116      5.53
   09    117      5.12
   10    118      4.10
   10    119      4.55
   10    120      4.21
   11    121      3.56
   11    122      4.16
   11    123      3.77
   12    124      3.26
   12    125      3.83
   12    126      3.51
   01    127      3.45
   01    128      3.72
   01    129      2.25
   02    130      3.30
   02    131      3.78
   02    132      2.58
   03    133      4.00
   03    134      4.58
   03    135      3.41
   04    136      4.13
   04    137      4.60
   04    138      3.28
   05    139      4.12
   05    140      4.83
   05    141      3.36
   06    142      3.54
   06    143      4.28
   06    144      3.33
   07    145      3.38
   07    146      4.76
   07    147      4.12
   08    148      4.76
   08    149      6.20
   08    150      5.53
   09    151      5.41
   09    152      5.94
   09    153      5.51
   10    154      4.01
   10    155      4.51
   10    156      4.15
   11    157      3.34
   11    158      3.92
   11    159      3.54
   12    160      3.40
   12    161      3.97
   12    162      3.58
   01    163      3.66
   01    164      3.97
   01    165      2.53
   02    166      3.49
   02    167      4.00
   02    168      2.62
   03    169      4.09
   03    170      4.70
   03    171      3.50
   04    172      4.41
   04    173      4.95
   04    174      3.58
   05    175      4.48
   05    176      5.26
   05    177      3.68
   06    178      3.60
   06    179      4.35
   06    180      3.49
   07    181      3.44
   07    182      4.88
   07    183      4.25
   08    184      4.87
   08    185      6.34
   08    186      5.66
   09    187      5.55
   09    188      5.99
   09    189      5.59
   10    190      4.14
   10    191      4.67
   10    192      4.25
   11    193      3.69
   11    194      4.32
   11    195      3.91
   12    196      3.46
   12    197      4.03
   12    198      3.72
   01    199      3.80
   01    200      4.11
   01    201      2.54
   02    202      3.63
   02    203      4.17
   02    204      2.77
   03    205      4.30
   03    206      4.91
   03    207      3.63
   04    208      4.52
   04    209      5.12
   04    210      3.79
   05    211      4.66
   05    212      5.46
   05    213      3.82
   06    214      3.70
   06    215      4.49
   06    216      3.72
   07    217      3.59
   07    218      5.11
   07    219      4.36
   08    220      4.97
   08    221      6.46
   08    222      5.84
   09    223      5.66
   09    224      6.20
   09    225      5.80
   10    226      4.17
   10    227      4.70
   10    228      4.28
   11    229      3.69
   11    230      4.32
   11    231      3.91
   12    232      3.59
   12    233      4.16
   12    234      3.81
# Nombre de la Barra
'Desalant110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     12.04
   07    002     12.07
   07    003     11.83
   07    004     11.69
   07    005     11.49
   07    006     11.59
   07    007     11.68
   07    008     11.82
   07    009     11.88
   07    010     12.01
   07    011     12.39
   07    012     12.43
   07    013     12.18
   07    014     12.05
   07    015     11.82
   07    016     11.93
   07    017     12.02
   07    018     12.17
   07    019     12.24
   07    020     12.36
   07    021     12.07
   07    022     12.11
   07    023     11.75
   07    024     11.70
   07    025     12.01
   07    026     12.13
   07    027     12.17
   07    028     11.82
   07    029     11.78
   07    030     12.06
   08    031     11.92
   08    032     11.71
   08    033     11.77
   08    034     12.18
   08    035     12.01
   08    036     12.05
   08    037     12.07
   08    038     11.88
   08    039     11.93
   08    040     11.53
   08    041     11.35
   08    042     11.40
   09    043     11.85
   09    044     11.63
   09    045     11.74
   09    046     11.70
   09    047     11.50
   09    048     11.58
   09    049     11.97
   09    050     11.76
   09    051     11.87
   09    052     12.21
   09    053     12.00
   09    054     12.09
   10    055     11.58
   10    056     11.75
   10    057     11.81
   10    058     11.02
   10    059     11.09
   10    060     11.32
   10    061     11.05
   10    062     11.12
   10    063     11.34
   10    064     11.76
   10    065     11.87
   10    066     12.04
   11    067     11.69
   11    068     11.73
   11    069     11.89
   11    070     11.26
   11    071     11.30
   11    072     11.45
   11    073     11.68
   11    074     11.72
   11    075     11.88
   11    076     11.74
   11    077     11.78
   11    078     11.94
   12    079     11.94
   12    080     11.96
   12    081     12.04
   12    082     11.65
   12    083     11.76
   12    084     11.85
   12    085     11.97
   12    086     11.92
   12    087     12.06
   12    088     12.37
   12    089     12.38
   12    090     12.48
   01    091     12.10
   01    092     12.33
   01    093     12.44
   02    094     12.28
   02    095     12.37
   02    096     12.22
   03    097     11.51
   03    098     11.54
   03    099     11.59
   04    100     14.53
   04    101     14.70
   04    102     14.58
   05    103     13.58
   05    104     13.93
   05    105     13.94
   06    106     12.34
   06    107     12.39
   06    108     12.40
   07    109     12.74
   07    110     12.37
   07    111     12.67
   08    112     12.62
   08    113     12.42
   08    114     12.47
   09    115     12.55
   09    116     12.34
   09    117     12.44
   10    118     11.96
   10    119     12.08
   10    120     12.23
   11    121     12.34
   11    122     12.38
   11    123     12.56
   12    124     12.39
   12    125     12.42
   12    126     12.55
   01    127     12.65
